timestamp,open_hyperliquid,close_hyperliquid
2023-05-01 00:00:00+00:00,22.718,22.315
2023-05-01 08:00:00+00:00,22.312,21.875
2023-05-01 16:00:00+00:00,21.873,21.94
2023-05-02 00:00:00+00:00,21.938,21.899
2023-05-02 08:00:00+00:00,21.891,22.18
2023-05-02 16:00:00+00:00,22.174,22.241
2023-05-03 00:00:00+00:00,22.244,21.733
2023-05-03 08:00:00+00:00,21.736,21.322
2023-05-03 16:00:00+00:00,21.319,22.222
2023-05-04 00:00:00+00:00,22.226,22.106
2023-05-04 08:00:00+00:00,22.113,21.803
2023-05-04 16:00:00+00:00,21.799,21.717
2023-05-05 00:00:00+00:00,21.719,21.761
2023-05-05 08:00:00+00:00,21.777,22.308
2023-05-05 16:00:00+00:00,22.314,22.806
2023-05-06 00:00:00+00:00,22.828,22.626
2023-05-06 08:00:00+00:00,22.622,21.771
2023-05-06 16:00:00+00:00,21.746,21.908
2023-05-07 00:00:00+00:00,21.906,22.042
2023-05-07 08:00:00+00:00,22.054,22.448
2023-05-07 16:00:00+00:00,22.455,21.661
2023-05-08 00:00:00+00:00,21.662,21.213
2023-05-08 08:00:00+00:00,21.206,21.147
2023-05-08 16:00:00+00:00,21.116,20.614
2023-05-09 00:00:00+00:00,20.616,20.688
2023-05-09 08:00:00+00:00,20.677,20.54
2023-05-09 16:00:00+00:00,20.535,20.647
2023-05-10 00:00:00+00:00,20.63,20.539
2023-05-10 08:00:00+00:00,20.537,21.072
2023-05-10 16:00:00+00:00,21.078,20.912
2023-05-11 00:00:00+00:00,20.907,20.579
2023-05-11 08:00:00+00:00,20.554,20.16
2023-05-11 16:00:00+00:00,20.091,20.18
2023-05-12 00:00:00+00:00,20.164,20.093
2023-05-12 08:00:00+00:00,20.077,20.279
2023-05-12 16:00:00+00:00,20.237,20.896
2023-05-13 00:00:00+00:00,20.932,21.223
2023-05-13 08:00:00+00:00,21.207,20.847
2023-05-13 16:00:00+00:00,20.86,20.834
2023-05-14 00:00:00+00:00,20.835,21.081
2023-05-14 08:00:00+00:00,21.062,21.175
2023-05-14 16:00:00+00:00,21.155,20.925
2023-05-15 00:00:00+00:00,20.921,21.383
2023-05-15 08:00:00+00:00,21.383,21.37
2023-05-15 16:00:00+00:00,21.373,20.996
2023-05-16 00:00:00+00:00,20.962,21.039
2023-05-16 08:00:00+00:00,21.016,20.77
2023-05-16 16:00:00+00:00,20.758,20.667
2023-05-17 00:00:00+00:00,20.667,20.555
2023-05-17 08:00:00+00:00,20.553,20.575
2023-05-17 16:00:00+00:00,20.596,21.038
2023-05-18 00:00:00+00:00,21.05,20.908
2023-05-18 08:00:00+00:00,20.934,20.515
2023-05-18 16:00:00+00:00,20.507,20.332
2023-05-19 00:00:00+00:00,20.316,20.414
2023-05-19 08:00:00+00:00,20.428,20.404
2023-05-19 16:00:00+00:00,20.402,20.337
2023-05-20 00:00:00+00:00,20.343,20.153
2023-05-20 08:00:00+00:00,20.191,20.262
2023-05-20 16:00:00+00:00,20.27,20.253
2023-05-21 00:00:00+00:00,20.276,20.279
2023-05-21 08:00:00+00:00,20.272,19.887
2023-05-21 16:00:00+00:00,19.914,19.603
2023-05-22 00:00:00+00:00,19.601,19.7
2023-05-22 08:00:00+00:00,19.687,19.667
2023-05-22 16:00:00+00:00,19.659,19.516
2023-05-23 00:00:00+00:00,19.513,19.83
2023-05-23 08:00:00+00:00,19.833,19.991
2023-05-23 16:00:00+00:00,19.997,20.02
2023-05-24 00:00:00+00:00,20.021,19.411
2023-05-24 08:00:00+00:00,19.41,19.158
2023-05-24 16:00:00+00:00,19.157,19.201
2023-05-25 00:00:00+00:00,19.204,19.26
2023-05-25 08:00:00+00:00,19.282,19.229
2023-05-25 16:00:00+00:00,19.226,19.246
2023-05-26 00:00:00+00:00,19.245,19.297
2023-05-26 08:00:00+00:00,19.298,19.413
2023-05-26 16:00:00+00:00,19.426,19.351
2023-05-27 00:00:00+00:00,19.357,19.527
2023-05-27 08:00:00+00:00,19.524,19.602
2023-05-27 16:00:00+00:00,19.609,20.417
2023-05-28 00:00:00+00:00,20.413,20.478
2023-05-28 08:00:00+00:00,20.483,20.503
2023-05-28 16:00:00+00:00,20.499,20.793
2023-05-29 00:00:00+00:00,20.799,20.736
2023-05-29 08:00:00+00:00,20.73,20.486
2023-05-29 16:00:00+00:00,20.478,20.575
2023-05-30 00:00:00+00:00,20.577,20.742
2023-05-30 08:00:00+00:00,20.742,20.951
2023-05-30 16:00:00+00:00,20.957,21.24
2023-05-31 00:00:00+00:00,21.242,20.712
2023-05-31 08:00:00+00:00,20.709,20.474
2023-05-31 16:00:00+00:00,20.474,20.808
2023-06-01 00:00:00+00:00,20.812,20.61
2023-06-01 08:00:00+00:00,20.61,20.669
2023-06-01 16:00:00+00:00,20.682,20.486
2023-06-02 00:00:00+00:00,20.486,20.989
2023-06-02 08:00:00+00:00,20.992,21.186
2023-06-02 16:00:00+00:00,21.187,21.22
2023-06-03 00:00:00+00:00,21.249,21.127
2023-06-03 08:00:00+00:00,21.163,21.24
2023-06-03 16:00:00+00:00,21.243,21.18
2023-06-04 00:00:00+00:00,21.181,21.605
2023-06-04 08:00:00+00:00,21.611,22.036
2023-06-04 16:00:00+00:00,22.03,21.815
2023-06-05 00:00:00+00:00,21.811,21.653
2023-06-05 08:00:00+00:00,21.649,19.902
2023-06-05 16:00:00+00:00,19.92,19.995
2023-06-06 00:00:00+00:00,19.989,20.086
2023-06-06 08:00:00+00:00,20.086,19.93
2023-06-06 16:00:00+00:00,19.939,20.383
2023-06-07 00:00:00+00:00,20.37,20.036
2023-06-07 08:00:00+00:00,20.005,19.302
2023-06-07 16:00:00+00:00,19.298,18.624
2023-06-08 00:00:00+00:00,18.616,18.639
2023-06-08 08:00:00+00:00,18.627,18.905
2023-06-08 16:00:00+00:00,18.897,18.885
2023-06-09 00:00:00+00:00,18.866,18.58
2023-06-09 08:00:00+00:00,18.57,18.68
2023-06-09 16:00:00+00:00,18.643,17.384
2023-06-10 00:00:00+00:00,17.386,14.397
2023-06-10 08:00:00+00:00,14.4,14.752
2023-06-10 16:00:00+00:00,14.76,15.604
2023-06-11 00:00:00+00:00,15.613,15.385
2023-06-11 08:00:00+00:00,15.384,15.214
2023-06-11 16:00:00+00:00,15.217,15.535
2023-06-12 00:00:00+00:00,15.535,15.074
2023-06-12 08:00:00+00:00,15.078,15.197
2023-06-12 16:00:00+00:00,15.196,15.181
2023-06-13 00:00:00+00:00,15.184,15.417
2023-06-13 08:00:00+00:00,15.421,14.823
2023-06-13 16:00:00+00:00,14.799,15.01
2023-06-14 00:00:00+00:00,15.019,15.053
2023-06-14 08:00:00+00:00,15.178,15.099
2023-06-14 16:00:00+00:00,15.176,14.477
2023-06-15 00:00:00+00:00,14.451,14.799
2023-06-15 08:00:00+00:00,14.823,14.464
2023-06-15 16:00:00+00:00,14.483,14.773
2023-06-16 00:00:00+00:00,14.763,14.85
2023-06-16 08:00:00+00:00,14.85,14.988
2023-06-16 16:00:00+00:00,15.029,15.304
2023-06-17 00:00:00+00:00,15.312,15.829
2023-06-17 08:00:00+00:00,15.847,15.643
2023-06-17 16:00:00+00:00,15.652,15.632
2023-06-18 00:00:00+00:00,15.636,15.58
2023-06-18 08:00:00+00:00,15.588,15.715
2023-06-18 16:00:00+00:00,15.701,15.441
2023-06-19 00:00:00+00:00,15.419,15.469
2023-06-19 08:00:00+00:00,15.458,15.552
2023-06-19 16:00:00+00:00,15.558,16.096
2023-06-20 00:00:00+00:00,16.073,15.973
2023-06-20 08:00:00+00:00,15.958,15.936
2023-06-20 16:00:00+00:00,15.944,16.63
2023-06-21 00:00:00+00:00,16.634,16.814
2023-06-21 08:00:00+00:00,16.821,16.899
2023-06-21 16:00:00+00:00,16.893,17.241
2023-06-22 00:00:00+00:00,17.22,17.374
2023-06-22 08:00:00+00:00,17.363,16.888
2023-06-22 16:00:00+00:00,16.868,16.625
2023-06-23 00:00:00+00:00,16.626,16.775
2023-06-23 08:00:00+00:00,16.779,16.958
2023-06-23 16:00:00+00:00,16.96,17.123
2023-06-24 00:00:00+00:00,17.127,17.054
2023-06-24 08:00:00+00:00,17.059,16.633
2023-06-24 16:00:00+00:00,16.607,16.631
2023-06-25 00:00:00+00:00,16.629,17.342
2023-06-25 08:00:00+00:00,17.282,17.124
2023-06-25 16:00:00+00:00,17.081,16.953
2023-06-26 00:00:00+00:00,16.946,16.925
2023-06-26 08:00:00+00:00,16.922,16.809
2023-06-26 16:00:00+00:00,16.809,16.263
2023-06-27 00:00:00+00:00,16.266,16.713
2023-06-27 08:00:00+00:00,16.729,16.399
2023-06-27 16:00:00+00:00,16.404,16.619
2023-06-28 00:00:00+00:00,16.64,15.957
2023-06-28 08:00:00+00:00,15.952,16.322
2023-06-28 16:00:00+00:00,16.332,15.964
2023-06-29 00:00:00+00:00,15.949,16.257
2023-06-29 08:00:00+00:00,16.252,17.619
2023-06-29 16:00:00+00:00,17.661,17.994
2023-06-30 00:00:00+00:00,17.986,18.787
2023-06-30 08:00:00+00:00,18.779,18.27
2023-06-30 16:00:00+00:00,18.267,18.857
2023-07-01 00:00:00+00:00,18.856,18.446
2023-07-01 08:00:00+00:00,18.441,18.421
2023-07-01 16:00:00+00:00,18.42,18.711
2023-07-02 00:00:00+00:00,18.673,19.229
2023-07-02 08:00:00+00:00,19.257,19.285
2023-07-02 16:00:00+00:00,19.282,19.45
2023-07-03 00:00:00+00:00,19.469,19.407
2023-07-03 08:00:00+00:00,19.425,19.272
2023-07-03 16:00:00+00:00,19.279,19.259
2023-07-04 00:00:00+00:00,19.266,19.108
2023-07-04 08:00:00+00:00,19.119,19.891
2023-07-04 16:00:00+00:00,19.853,19.147
2023-07-05 00:00:00+00:00,19.142,19.301
2023-07-05 08:00:00+00:00,19.311,18.583
2023-07-05 16:00:00+00:00,18.573,18.985
2023-07-06 00:00:00+00:00,18.959,19.584
2023-07-06 08:00:00+00:00,19.594,19.736
2023-07-06 16:00:00+00:00,19.686,19.606
2023-07-07 00:00:00+00:00,19.635,19.439
2023-07-07 08:00:00+00:00,19.431,21.244
2023-07-07 16:00:00+00:00,21.216,21.483
2023-07-08 00:00:00+00:00,21.482,22.0
2023-07-08 08:00:00+00:00,21.979,21.517
2023-07-08 16:00:00+00:00,21.528,21.812
2023-07-09 00:00:00+00:00,21.819,21.56
2023-07-09 08:00:00+00:00,21.561,21.254
2023-07-09 16:00:00+00:00,21.246,21.342
2023-07-10 00:00:00+00:00,21.313,20.732
2023-07-10 08:00:00+00:00,20.683,21.132
2023-07-10 16:00:00+00:00,21.147,21.289
2023-07-11 00:00:00+00:00,21.304,22.097
2023-07-11 08:00:00+00:00,22.115,22.128
2023-07-11 16:00:00+00:00,22.107,22.066
2023-07-12 00:00:00+00:00,22.069,22.017
2023-07-12 08:00:00+00:00,22.031,22.381
2023-07-12 16:00:00+00:00,22.436,21.939
2023-07-13 00:00:00+00:00,21.947,21.763
2023-07-13 08:00:00+00:00,21.763,24.186
2023-07-13 16:00:00+00:00,24.241,26.021
2023-07-14 00:00:00+00:00,26.027,28.788
2023-07-14 08:00:00+00:00,28.779,28.212
2023-07-14 16:00:00+00:00,28.212,26.693
2023-07-15 00:00:00+00:00,26.621,28.705
2023-07-15 08:00:00+00:00,28.676,27.562
2023-07-15 16:00:00+00:00,27.597,27.445
2023-07-16 00:00:00+00:00,27.453,27.714
2023-07-16 08:00:00+00:00,27.695,28.099
2023-07-16 16:00:00+00:00,28.109,27.41
2023-07-17 00:00:00+00:00,27.381,27.632
2023-07-17 08:00:00+00:00,27.632,26.993
2023-07-17 16:00:00+00:00,27.008,26.804
2023-07-18 00:00:00+00:00,26.815,25.741
2023-07-18 08:00:00+00:00,25.728,25.529
2023-07-18 16:00:00+00:00,25.487,25.549
2023-07-19 00:00:00+00:00,25.508,26.203
