,equity,gross,net,turnover,trading_costs,roll_costs,liquidation_penalty,liquidated_notional,min_margin_buffer
2007-07-20 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-23 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-24 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-25 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-26 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-27 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-30 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-31 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-01 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-02 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-03 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-06 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-07 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-08 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-09 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-10 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-13 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-14 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-15 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-16 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-17 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-20 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-21 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-22 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-23 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-24 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-27 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-28 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-29 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-30 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-31 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-04 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-05 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-06 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-07 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-10 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-11 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-12 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-13 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-14 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-17 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-18 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-19 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-20 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-21 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-24 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-25 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-26 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-27 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-28 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-01 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-02 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-03 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-04 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-05 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-08 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-09 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-10 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-11 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-12 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-15 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-16 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-17 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-18 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-19 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-22 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-23 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-24 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-25 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-26 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-29 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-30 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-31 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-01 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-02 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-05 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-06 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-07 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-08 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-09 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-12 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-13 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-14 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-15 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-16 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-19 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-20 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-21 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-23 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-26 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-27 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-28 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-29 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-11-30 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-03 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-04 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-05 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-06 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-07 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-10 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-11 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-12 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-13 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-14 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-17 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-18 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-19 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-20 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-21 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-24 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-26 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-27 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-28 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-31 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-01-02 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-01-03 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-01-04 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-01-07 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-01-08 00:00:00+00:00,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
